InvoiceNo,StockCode,Description,Quantity,UnitPrice,TotalLinea,InvoiceDate,Anio,Mes,NombreMes,DiaSemana,EsFinDeSemana,RangoPrecio,CustomerID,Country
105298,20977,"GREETING CARD,  HAPPY BIRTHDAY",30,1.06,31.8,2011-01-01 07:36:00,2011,1,January,Saturday,1,Barato,14448,Italy
105298,20997,JUMBO BAG DOILEY PATTERNS,20,2.3,46.0,2011-01-01 07:36:00,2011,1,January,Saturday,1,Barato,14448,Italy
115313,20761,TOAST ITS - I LOVE LONDON,6,1.1,6.6,2011-01-01 07:50:00,2011,1,January,Saturday,1,Barato,14432,France
115313,20762,TOAST ITS - SAVE THE PLANET,3,1.37,4.11,2011-01-01 07:50:00,2011,1,January,Saturday,1,Barato,14432,France
115313,20779,3D HEARTS HONEYCOMB PAPER GARLAND,2,1.73,3.46,2011-01-01 07:50:00,2011,1,January,Saturday,1,Barato,14432,France
115313,20788,SMALL RED BUTTERFLY BAG,4,3.12,12.48,2011-01-01 07:50:00,2011,1,January,Saturday,1,Barato,14432,France
115313,20790,SMALL RED WOVEN BAG,15,3.48,52.2,2011-01-01 07:50:00,2011,1,January,Saturday,1,Barato,14432,France
115313,20797,SILVER 'LOVE' METAL BOOKMARK,10,3.5,35.0,2011-01-01 07:50:00,2011,1,January,Saturday,1,Barato,14432,France
115313,20840,"SAUCER, ORANGE AND LILAC SPOTS",8,0.87,6.96,2011-01-01 07:50:00,2011,1,January,Saturday,1,Muy Barato,14432,France
115313,20841,"SAUCER, MULTI HEIGHTS",5,0.85,4.25,2011-01-01 07:50:00,2011,1,January,Saturday,1,Muy Barato,14432,France
115313,20846,"MUG, MULTI HEIGHTS",30,1.05,31.5,2011-01-01 07:50:00,2011,1,January,Saturday,1,Barato,14432,France
115313,20882,CHRISTMAS GROTTO WRAP,100,1.28,128.0,2011-01-01 07:50:00,2011,1,January,Saturday,1,Barato,14432,France
115313,20949,HOT WATER BOTTLE GREEN STAR DESIGN,3,5.69,17.07,2011-01-01 07:50:00,2011,1,January,Saturday,1,Medio,14432,France
115313,20964,GREEN POLKADOT CERAMIC TRINKET POT,72,0.94,67.68,2011-01-01 07:50:00,2011,1,January,Saturday,1,Muy Barato,14432,France
115313,85123A,WHITE HANGING HEART T-LIGHT HOLDER,24,2.87,68.88,2011-01-01 07:50:00,2011,1,January,Saturday,1,Barato,14432,France
110176,20755,"CHRISTMAS GARLAND STARS,TREES",8,5.4,43.2,2011-01-01 08:57:00,2011,1,January,Saturday,1,Medio,14526,United Kingdom
110176,20762,TOAST ITS - SAVE THE PLANET,100,1.22,122.0,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,20775,"MIDNIGHT BLUE GLASS JAR, LARGE",2,9.6,19.2,2011-01-01 08:57:00,2011,1,January,Saturday,1,Medio,14526,United Kingdom
110176,20776,HAND PAINTED MAGNET GARDENERS SET,15,2.23,33.45,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,20787,SMALL PINK CREAM BUTTERFLY BAG,30,3.26,97.8,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,20799,SILVER M.O.P. ORNAMENT - SNOWFLAKE,2,4.45,8.9,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,20815,3D BELL DECORATION RIBBON,100,1.56,156.0,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,20821,SILVER GLITTER STAR GARLAND,5,1.19,5.95,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,20825,SILVER DOTTIE TAPE,8,1.18,9.44,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,20859,OUT OF ORDER DOOR HANGER,2,1.26,2.52,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,20866,ROBIN CHRISTMAS CARD,24,1.49,35.76,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,20873,"FIRST CLASS HOLIDAY CARD, PACK OF 8",4,1.4,5.6,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,20874,"RAINBOW HOLIDAY CARD, PACK OF 8",20,1.37,27.4,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,20880,WOODLAND WRAP,15,1.2,18.0,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,20904,FELT EASTER CHICK GARLAND,2,1.91,3.82,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,20922,GLASS  MOON STORAGE JAR,15,5.02,75.3,2011-01-01 08:57:00,2011,1,January,Saturday,1,Medio,14526,United Kingdom
110176,20927,6 RIBBONS SHIMMERING REDS,12,2.3,27.6,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,20938,"ROUND TIN, 50'S CHRISTMAS",5,1.37,6.85,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,20940,"ROUND TIN, 70'S CHRISTMAS",2,1.56,3.12,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,20942,HOT WATER BOTTLE KEEP CALM,2,5.08,10.16,2011-01-01 08:57:00,2011,1,January,Saturday,1,Medio,14526,United Kingdom
110176,20961,STRAWBERRY CERAMIC TRINKET POT,12,1.1,13.2,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,20978,"CARD, BILLBOARD FONT DESIGN",15,1.19,17.85,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,20986,STAR T-LIGHT HOLDER SILVER,2,3.47,6.94,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,20991,JUMBO BAG VINTAGE LEAF,2,2.23,4.46,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
110176,82482,WOODEN PICTURE FRAME WHITE FINISH,2,2.95,5.9,2011-01-01 08:57:00,2011,1,January,Saturday,1,Barato,14526,United Kingdom
113921,20757,DAISY HEART GLASS JEWEL STAND,2,5.48,10.96,2011-01-01 09:17:00,2011,1,January,Saturday,1,Medio,12975,Canada
113921,20766,MONEY BOX 3D METAL CHRISTMAS,2,6.7,13.4,2011-01-01 09:17:00,2011,1,January,Saturday,1,Medio,12975,Canada
113921,20772,SWEDISH POSTMARK MUG,3,1.01,3.03,2011-01-01 09:17:00,2011,1,January,Saturday,1,Barato,12975,Canada
113921,20775,"MIDNIGHT BLUE GLASS JAR, LARGE",72,8.51,612.72,2011-01-01 09:17:00,2011,1,January,Saturday,1,Medio,12975,Canada
113921,20804,SMALL DOLLY MIX DESIGN PINK BOWL,2,1.57,3.14,2011-01-01 09:17:00,2011,1,January,Saturday,1,Barato,12975,Canada
113921,20805,SMALL DOLLY MIX DESIGN RED BOWL,10,1.69,16.9,2011-01-01 09:17:00,2011,1,January,Saturday,1,Barato,12975,Canada
113921,20814,3D STAR DECORATION RIBBON,12,1.49,17.88,2011-01-01 09:17:00,2011,1,January,Saturday,1,Barato,12975,Canada
113921,20823,GOLD DOTTIE TAPE,10,1.14,11.4,2011-01-01 09:17:00,2011,1,January,Saturday,1,Barato,12975,Canada
113921,20824,PINK GOLD TAPE,8,1.09,8.72,2011-01-01 09:17:00,2011,1,January,Saturday,1,Barato,12975,Canada
113921,20825,SILVER DOTTIE TAPE,8,1.09,8.72,2011-01-01 09:17:00,2011,1,January,Saturday,1,Barato,12975,Canada
113921,20828,"METAL SIGN,SHELLS WALL ART",2,1.87,3.74,2011-01-01 09:17:00,2011,1,January,Saturday,1,Barato,12975,Canada
113921,20835,JAM JAR WITH RED LID,4,3.68,14.72,2011-01-01 09:17:00,2011,1,January,Saturday,1,Barato,12975,Canada
113921,20836,JAM JAR WITH WHITE LID,6,4.45,26.7,2011-01-01 09:17:00,2011,1,January,Saturday,1,Barato,12975,Canada
113921,20843,"MUG, RED AND WHITE SPOTS",20,0.9,18.0,2011-01-01 09:17:00,2011,1,January,Saturday,1,Muy Barato,12975,Canada
113921,20844,"MUG, GREEN AND YELLOW SPOTS",24,1.13,27.12,2011-01-01 09:17:00,2011,1,January,Saturday,1,Barato,12975,Canada
113921,20847,"CAKE STAND, WHITE, 2 TIERS",3,15.04,45.12,2011-01-01 09:17:00,2011,1,January,Saturday,1,Medio,12975,Canada
113921,20851,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",8,1.17,9.36,2011-01-01 09:17:00,2011,1,January,Saturday,1,Barato,12975,Canada
113921,20901,ALPHABET HEARTS STICKER SHEET,20,0.98,19.6,2011-01-01 09:17:00,2011,1,January,Saturday,1,Muy Barato,12975,Canada
113921,20904,FELT EASTER CHICK GARLAND,30,1.77,53.1,2011-01-01 09:17:00,2011,1,January,Saturday,1,Barato,12975,Canada
113921,20940,"ROUND TIN, 70'S CHRISTMAS",12,1.4,16.8,2011-01-01 09:17:00,2011,1,January,Saturday,1,Barato,12975,Canada
113921,20974,YELLOW PINK FELT CRAFT TRINKET POT,5,1.03,5.15,2011-01-01 09:17:00,2011,1,January,Saturday,1,Barato,12975,Canada
113921,20980,"CARD, 3D HEART HAPPY BIRTHDAY",3,1.13,3.39,2011-01-01 09:17:00,2011,1,January,Saturday,1,Barato,12975,Canada
113921,20982,MISTLETOE BOTANICAL WALL ART,6,9.36,56.16,2011-01-01 09:17:00,2011,1,January,Saturday,1,Medio,12975,Canada
113921,20991,JUMBO BAG VINTAGE LEAF,3,2.15,6.45,2011-01-01 09:17:00,2011,1,January,Saturday,1,Barato,12975,Canada
113921,20998,JUMBO BAG SPACEBOY,15,2.13,31.95,2011-01-01 09:17:00,2011,1,January,Saturday,1,Barato,12975,Canada
113921,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,3.68,7.36,2011-01-01 09:17:00,2011,1,January,Saturday,1,Barato,12975,Canada
114951,20917,WOODEN TREE CHRISTMAS SCANDINAVIAN,48,3.82,183.36,2011-01-01 09:42:00,2011,1,January,Saturday,1,Barato,14200,Denmark
114951,20961,STRAWBERRY CERAMIC TRINKET POT,24,1.16,27.84,2011-01-01 09:42:00,2011,1,January,Saturday,1,Barato,14200,Denmark
114951,20968,GEORGY TREE HANGER GOLD,20,1.94,38.8,2011-01-01 09:42:00,2011,1,January,Saturday,1,Barato,14200,Denmark
114951,20998,JUMBO BAG SPACEBOY,100,2.43,243.0,2011-01-01 09:42:00,2011,1,January,Saturday,1,Barato,14200,Denmark
101715,20778,MIRRORED WALL ART JEWELLERY STAND,15,39.21,588.15,2011-01-01 10:10:00,2011,1,January,Saturday,1,Caro,15301,United Kingdom
101715,20796,SMALL STAR MEASURING SPOONS,30,2.26,67.8,2011-01-01 10:10:00,2011,1,January,Saturday,1,Barato,15301,United Kingdom
101715,20805,SMALL DOLLY MIX DESIGN RED BOWL,4,1.48,5.92,2011-01-01 10:10:00,2011,1,January,Saturday,1,Barato,15301,United Kingdom
101715,20812,COURTYARD LUGGAGE TAG,4,1.43,5.72,2011-01-01 10:10:00,2011,1,January,Saturday,1,Barato,15301,United Kingdom
101715,20825,SILVER DOTTIE TAPE,8,1.1,8.8,2011-01-01 10:10:00,2011,1,January,Saturday,1,Barato,15301,United Kingdom
101715,20837,"SAUCER, PINK AND BLUE SPOTS",30,0.73,21.9,2011-01-01 10:10:00,2011,1,January,Saturday,1,Muy Barato,15301,United Kingdom
101715,20843,"MUG, RED AND WHITE SPOTS",30,0.92,27.6,2011-01-01 10:10:00,2011,1,January,Saturday,1,Muy Barato,15301,United Kingdom
101715,20868,CHRISTMAS CARD STAG HEADS,6,1.13,6.78,2011-01-01 10:10:00,2011,1,January,Saturday,1,Barato,15301,United Kingdom
101715,20872,"CHRISTMAS CARD, ROBIN BALANCING",2,0.5,1.0,2011-01-01 10:10:00,2011,1,January,Saturday,1,Muy Barato,15301,United Kingdom
101715,20916,SET/5 BLUE POLKADOT LID GLASS BOWLS,12,4.75,57.0,2011-01-01 10:10:00,2011,1,January,Saturday,1,Barato,15301,United Kingdom
101715,20933,FLOWER SHAPE EGG FRYING PAN,48,3.97,190.56,2011-01-01 10:10:00,2011,1,January,Saturday,1,Barato,15301,United Kingdom
101715,20953,JAM JAR NURSERY RHYME BLUE,5,0.99,4.95,2011-01-01 10:10:00,2011,1,January,Saturday,1,Muy Barato,15301,United Kingdom
101715,20966,SANDWICH BATH SPONGE,30,1.1,33.0,2011-01-01 10:10:00,2011,1,January,Saturday,1,Barato,15301,United Kingdom
101715,20986,STAR T-LIGHT HOLDER SILVER,2,3.73,7.46,2011-01-01 10:10:00,2011,1,January,Saturday,1,Barato,15301,United Kingdom
101715,21035,JUMBO BAG VINTAGE RED,24,2.13,51.12,2011-01-01 10:10:00,2011,1,January,Saturday,1,Barato,15301,United Kingdom
101733,20726,LUNCH BAG WOODLAND,2,1.96,3.92,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20728,LUNCH BAG CARS BLUE,20,1.47,29.4,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20761,TOAST ITS - I LOVE LONDON,3,1.41,4.23,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20768,MONEY BOX 3D METAL REINDEER,20,5.98,119.6,2011-01-01 10:12:00,2011,1,January,Saturday,1,Medio,14799,United Kingdom
101733,20775,"MIDNIGHT BLUE GLASS JAR, LARGE",4,10.8,43.2,2011-01-01 10:12:00,2011,1,January,Saturday,1,Medio,14799,United Kingdom
101733,20800,SILVER M.O.P. ORNAMENT - STAR,2,3.59,7.18,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20804,SMALL DOLLY MIX DESIGN PINK BOWL,12,1.72,20.64,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20815,3D BELL DECORATION RIBBON,10,1.58,15.8,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20820,"TUMBLER, NEW ENGLAND",10,2.83,28.3,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20828,"METAL SIGN,SHELLS WALL ART",30,1.69,50.7,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20834,JAM JAR WITH YELLOW LID,2,3.96,7.92,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20844,"MUG, GREEN AND YELLOW SPOTS",8,1.11,8.88,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20845,"MUG, ORANGE AND LILAC SPOTS",2,1.06,2.12,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20861,BAKING MOULD ROSE FAIRY CAKE,4,8.35,33.4,2011-01-01 10:12:00,2011,1,January,Saturday,1,Medio,14799,United Kingdom
101733,20871,CHRISTMAS CARD RAINDEER AND SLEIGH,5,1.36,6.8,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20888,"WRAP, SUKI",48,0.5,24.0,2011-01-01 10:12:00,2011,1,January,Saturday,1,Muy Barato,14799,United Kingdom
101733,20906,FELT FLOWERS GARLAND,2,1.79,3.58,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20913,"CHRISTMAS TREE DECORATION, SANTA",24,2.06,49.44,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20926,6 RIBBONS SHIMMERING GREYS,6,2.56,15.36,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20928,6 RIBBONS SHIMMERING PASTELS,3,2.3,6.9,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20941,"ROUND TIN, TRADITIONAL WOODLAND",100,1.61,161.0,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20947,HOT WATER BOTTLE PINK STAR DESIGN,6,4.96,29.76,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20954,JAM JAR NURSERY RHYME YELLOW,100,1.01,101.0,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20965,RED POLKADOT CERAMIC TRINKET POT,12,0.94,11.28,2011-01-01 10:12:00,2011,1,January,Saturday,1,Muy Barato,14799,United Kingdom
101733,20979,"CARD, VINTAGE BIRTHDAY COLLAGE",24,1.01,24.24,2011-01-01 10:12:00,2011,1,January,Saturday,1,Barato,14799,United Kingdom
101733,20982,MISTLETOE BOTANICAL WALL ART,24,10.27,246.48,2011-01-01 10:12:00,2011,1,January,Saturday,1,Medio,14799,United Kingdom
116910,20753,LUNCH BAG APPLE DESIGN,3,1.81,5.43,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,20754,RETROSPOT GIANT TUBE MATCHES,2,4.87,9.74,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,20766,MONEY BOX 3D METAL CHRISTMAS,72,5.18,372.96,2011-01-01 10:16:00,2011,1,January,Saturday,1,Medio,15388,France
116910,20774,"MIDNIGHT BLUE GLASS JAR, MEDIUM",48,8.1,388.8,2011-01-01 10:16:00,2011,1,January,Saturday,1,Medio,15388,France
116910,20781,3D BELLS HONEYCOMB PAPER GARLAND,48,1.89,90.72,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,20784,"PAINTED METAL BELL, HOOK",8,1.62,12.96,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,20786,"SMALL PURPLE, WHITE BUTTERFLY BAG",4,3.14,12.56,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,20795,SMALL HEART MEASURING SPOONS,5,2.46,12.3,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,20799,SILVER M.O.P. ORNAMENT - SNOWFLAKE,10,3.85,38.5,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,20804,SMALL DOLLY MIX DESIGN PINK BOWL,100,1.81,181.0,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,20805,SMALL DOLLY MIX DESIGN RED BOWL,24,1.58,37.92,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,20817,LARGE STAR MEASURING SPOONS,5,2.32,11.6,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,20841,"SAUCER, MULTI HEIGHTS",12,1.0,12.0,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,20848,"CAKE STAND, WHITE, 3 TIERS",2,19.93,39.86,2011-01-01 10:16:00,2011,1,January,Saturday,1,Medio,15388,France
116910,20857,TOXIC AREA  DOOR HANGER,2,1.28,2.56,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,20875,"PENGUIN HOLIDAY CARD, PACK OF 8",10,1.3,13.0,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,20904,FELT EASTER CHICK GARLAND,4,1.82,7.28,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,20912,"CHRISTMAS TREE DECORATION, REINDEER",2,2.43,4.86,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,20924,6 RIBBONS SHIMMERING PINKS,30,2.22,66.6,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,20930,PINK HEART SHAPE EGG FRYING PAN,100,4.04,404.0,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,20931,STAR SHAPE EGG FRYING PAN,8,4.03,32.24,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,20933,FLOWER SHAPE EGG FRYING PAN,2,4.45,8.9,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,20996,JUMBO BAG SCANDINAVIAN PAISLEY,72,2.44,175.68,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,21035,JUMBO BAG VINTAGE RED,100,2.26,226.0,2011-01-01 10:16:00,2011,1,January,Saturday,1,Barato,15388,France
116910,22752,SET 7 BABUSHKA NESTING BOXES,5,7.35,36.75,2011-01-01 10:16:00,2011,1,January,Saturday,1,Medio,15388,France
110043,20794,"SMALL RED, WHITE BUTTERFLY BAG",5,4.0,20.0,2011-01-01 10:36:00,2011,1,January,Saturday,1,Barato,12371,Hong Kong
110043,20863,BAKING MOULD CHRISTMAS TREE,10,7.81,78.1,2011-01-01 10:36:00,2011,1,January,Saturday,1,Medio,12371,Hong Kong
110043,20871,CHRISTMAS CARD RAINDEER AND SLEIGH,3,1.2,3.6,2011-01-01 10:36:00,2011,1,January,Saturday,1,Barato,12371,Hong Kong
110043,20882,CHRISTMAS GROTTO WRAP,4,1.33,5.32,2011-01-01 10:36:00,2011,1,January,Saturday,1,Barato,12371,Hong Kong
110043,20955,JAM JAR NURSERY RHYME GREEN,2,0.96,1.92,2011-01-01 10:36:00,2011,1,January,Saturday,1,Muy Barato,12371,Hong Kong
110043,22752,SET 7 BABUSHKA NESTING BOXES,72,8.61,619.92,2011-01-01 10:36:00,2011,1,January,Saturday,1,Medio,12371,Hong Kong
102869,20759,MEASURING TAPE BEAUTY GIRL,10,1.82,18.2,2011-01-01 10:37:00,2011,1,January,Saturday,1,Barato,12883,United Kingdom
102869,20764,TOAST ITS - 2010 CALENDAR,15,1.12,16.8,2011-01-01 10:37:00,2011,1,January,Saturday,1,Barato,12883,United Kingdom
102869,20770,PACK OF 72 RETRO SPOT CAKE CASES,72,0.86,61.92,2011-01-01 10:37:00,2011,1,January,Saturday,1,Muy Barato,12883,United Kingdom
102869,20783,"PAINTED METAL STAR, HOOK",4,1.84,7.36,2011-01-01 10:37:00,2011,1,January,Saturday,1,Barato,12883,United Kingdom
102869,20796,SMALL STAR MEASURING SPOONS,48,2.37,113.76,2011-01-01 10:37:00,2011,1,January,Saturday,1,Barato,12883,United Kingdom
102869,20805,SMALL DOLLY MIX DESIGN RED BOWL,20,1.73,34.6,2011-01-01 10:37:00,2011,1,January,Saturday,1,Barato,12883,United Kingdom
102869,20833,JAM JAR WITH BLUE LID,10,3.88,38.8,2011-01-01 10:37:00,2011,1,January,Saturday,1,Barato,12883,United Kingdom
102869,20835,JAM JAR WITH RED LID,15,4.08,61.2,2011-01-01 10:37:00,2011,1,January,Saturday,1,Barato,12883,United Kingdom
102869,20841,"SAUCER, MULTI HEIGHTS",6,0.94,5.64,2011-01-01 10:37:00,2011,1,January,Saturday,1,Muy Barato,12883,United Kingdom
102869,20916,SET/5 BLUE POLKADOT LID GLASS BOWLS,12,5.07,60.84,2011-01-01 10:37:00,2011,1,January,Saturday,1,Medio,12883,United Kingdom
102869,20921,GLASS  BELL STORAGE JAR,4,5.6,22.4,2011-01-01 10:37:00,2011,1,January,Saturday,1,Medio,12883,United Kingdom
102869,20938,"ROUND TIN, 50'S CHRISTMAS",6,1.38,8.28,2011-01-01 10:37:00,2011,1,January,Saturday,1,Barato,12883,United Kingdom
102869,20972,PINK CREAM FELT CRAFT TRINKET POT,3,0.99,2.97,2011-01-01 10:37:00,2011,1,January,Saturday,1,Muy Barato,12883,United Kingdom
102869,20999,JUMBO BAG DINOSAUR,3,1.79,5.37,2011-01-01 10:37:00,2011,1,January,Saturday,1,Barato,12883,United Kingdom
112418,20799,SILVER M.O.P. ORNAMENT - SNOWFLAKE,48,4.64,222.72,2011-01-01 10:59:00,2011,1,January,Saturday,1,Barato,13591,United Kingdom
112418,20966,SANDWICH BATH SPONGE,5,1.13,5.65,2011-01-01 10:59:00,2011,1,January,Saturday,1,Barato,13591,United Kingdom
102748,20769,MONEY BOX 3D METAL ROBIN,48,6.65,319.2,2011-01-01 11:00:00,2011,1,January,Saturday,1,Medio,13592,Netherlands
102748,20771,RETROSPOT PARTY BAG + STICKER SHEET,30,2.22,66.6,2011-01-01 11:00:00,2011,1,January,Saturday,1,Barato,13592,Netherlands
102748,20782,"PAINTED METAL HEART, HOOK",100,1.67,167.0,2011-01-01 11:00:00,2011,1,January,Saturday,1,Barato,13592,Netherlands
102748,20790,SMALL RED WOVEN BAG,24,3.93,94.32,2011-01-01 11:00:00,2011,1,January,Saturday,1,Barato,13592,Netherlands
102748,20832,JAM JAR WITH PINK LID,15,3.28,49.2,2011-01-01 11:00:00,2011,1,January,Saturday,1,Barato,13592,Netherlands
102748,20841,"SAUCER, MULTI HEIGHTS",2,1.02,2.04,2011-01-01 11:00:00,2011,1,January,Saturday,1,Barato,13592,Netherlands
102748,20865,BAKING MOULD CUPCAKE VANILLA,3,7.54,22.62,2011-01-01 11:00:00,2011,1,January,Saturday,1,Medio,13592,Netherlands
102748,20879,RED RETROSPOT WRAP,72,1.3,93.6,2011-01-01 11:00:00,2011,1,January,Saturday,1,Barato,13592,Netherlands
102748,20998,JUMBO BAG SPACEBOY,20,2.13,42.6,2011-01-01 11:00:00,2011,1,January,Saturday,1,Barato,13592,Netherlands
